pdate,exp_time,shunt_name,request_id,second
2022-10-20,2022-10-20 10:47:38,B,c6c72c61-8bc7-4847-86a3-3d032eb7c6e3,647
2022-10-20,2022-10-20 13:40:55,B,c16ab0a6-ae76-4ee4-b71b-c668562ffd99,820
2022-10-20,2022-10-20 13:40:28,B,ca638c32-fa8c-417d-b765-6d04294f4cd7,820
2022-10-20,2022-10-20 10:39:48,B,4e79d132-b582-43d2-a4d0-8aa7b8e7ed62,639
2022-10-20,2022-10-20 13:40:12,B,147f3b35-18b9-4e67-9360-ab79ec8bf105,820
2022-10-20,2022-10-20 08:37:16,B,730c220b-6b08-4a46-8eab-ab1359631361,517
2022-10-20,2022-10-20 11:21:41,A,9fa69b5b-350c-4410-b479-17fecb587aba,681
2022-10-20,2022-10-20 23:02:50,B,4a82e86c-af00-4c90-9d8a-d92e213bb6f1,1382
2022-10-20,2022-10-20 11:39:55,B,9c540bde-8611-478f-89c6-2347ba4ca991,699
2022-10-20,2022-10-20 17:33:15,B,32428b04-aaae-4ab2-a563-6255fb357c04,1053
2022-10-20,2022-10-20 08:56:07,B,6b1292b6-a4fb-4375-a0ea-41ed235bb964,536
2022-10-20,2022-10-20 14:47:32,B,0c341b4e-32fe-430c-831d-7463ec7fd07c,887
2022-10-20,2022-10-20 14:37:07,B,0f7bc619-a6bb-4a7e-b3ee-b3c4e496e4bb,877
2022-10-20,2022-10-20 10:07:46,A,c29fffe7-2607-46e7-918c-4917dfdc50f1,607
2022-10-20,2022-10-20 06:44:54,B,38554494-4030-453c-98ef-4b720833d220,404
2022-10-20,2022-10-20 11:01:57,B,8acad1ff-1ef3-4db4-a42c-731413d440c2,661
2022-10-20,2022-10-20 09:15:49,B,a1c0b16c-9bca-4630-8d42-c8ad4d2ee48a,555
2022-10-20,2022-10-20 11:57:46,A,ac493945-bbd2-4684-83f9-3b18a8fdee83,717
2022-10-20,2022-10-20 08:54:48,B,5e5c4cdb-1fb8-4daa-acba-a048a56037cb,534
2022-10-20,2022-10-20 17:45:15,B,26a5d7c2-3bb1-4f95-b173-71739c5c5446,1065
2022-10-20,2022-10-20 11:03:05,B,c86b09b9-c848-48fd-8dc3-32a532b74553,663
2022-10-20,2022-10-20 10:12:56,A,74e0f4f8-b0a9-4547-ba8e-72c501ab2562,612
2022-10-20,2022-10-20 00:29:58,B,8c25d852-c3e2-4ffd-b207-2b8af2cfc21f,29
2022-10-20,2022-10-20 11:24:08,B,19fbdc79-a46c-4679-bb4c-39e27c8ca319,684
2022-10-20,2022-10-20 11:07:39,B,d24310a5-6fdf-4b2a-a93b-bc1272190ea7,667
2022-10-20,2022-10-20 08:43:48,B,d24a1c05-5a2a-469f-bd6c-fb33f7d0f6a2,523
2022-10-20,2022-10-20 15:27:12,A,91bfa4cb-7d75-4a26-8dbe-d1de751efdc2,927
2022-10-20,2022-10-20 13:22:26,B,e8a227dc-783b-4f3b-9617-06b14978f847,802
2022-10-20,2022-10-20 08:51:17,B,4ad27fc1-af8c-41a8-8976-4ae962f8583d,531
2022-10-20,2022-10-20 10:32:50,B,321cd7fb-2577-413f-875f-c47b04362c42,632
2022-10-20,2022-10-20 14:46:07,B,c6969b75-8223-423e-a0a2-2f74513bef4a,886
2022-10-20,2022-10-20 19:01:38,B,38051542-1c2c-42d7-893e-f707ec689b87,1141
2022-10-20,2022-10-20 09:06:43,B,c0d0ad7b-6131-48a5-9b55-478bfc30f22a,546
2022-10-20,2022-10-20 11:49:52,B,a7f2e0ef-735e-402a-947f-0940fc092972,709
2022-10-20,2022-10-20 09:04:33,B,36e8769f-9b14-4d04-b3c5-a50ee756ee27,544
2022-10-20,2022-10-20 07:58:07,B,45aeca9d-8652-462d-8bbb-85a7a12acadf,478
2022-10-20,2022-10-20 10:11:32,B,36da8c5d-e07d-4866-af3a-b4e0bd400c24,611
2022-10-20,2022-10-20 14:14:26,B,ed039579-05c0-49ec-8496-c9400a9785a7,854
2022-10-20,2022-10-20 12:18:48,B,5e285ab4-44ef-447d-b4e4-f75f43e5dd41,738
2022-10-20,2022-10-20 21:08:49,A,6093d009-6b29-4f26-a912-e00a1c63abcf,1268
2022-10-20,2022-10-20 19:39:38,B,f78e3c9c-81c1-44cb-8aea-9fc09c693f79,1179
2022-10-20,2022-10-20 20:33:24,A,479e82c7-97db-4e04-a236-4d6345eaf892,1233
2022-10-20,2022-10-20 15:49:55,B,71800e54-083f-4846-93b7-1f0eb022d918,949
2022-10-20,2022-10-20 06:04:08,B,a545607d-2dd0-412d-a3e1-4f8f503760e5,364
2022-10-20,2022-10-20 21:07:13,B,6fdfd7b6-6d60-4570-928f-4ae08c2a7e42,1267
2022-10-20,2022-10-20 22:48:14,B,33d96551-3c2e-4629-b40e-d4e72f91526c,1368
2022-10-20,2022-10-20 17:04:22,B,d0fd789e-87f4-430e-99e6-a12ccd66abd1,1024
2022-10-20,2022-10-20 11:41:51,B,311627d9-c374-4f11-b841-789ad80a4bad,701
2022-10-20,2022-10-20 17:14:28,B,bb129033-e811-4fe5-92db-cf695df930c5,1034
2022-10-20,2022-10-20 17:16:27,B,19e3d27f-4dd7-45af-afde-77742c568397,1036
2022-10-20,2022-10-20 13:18:49,B,32f04376-f5fe-4a4c-8e0b-3f3d49bf3328,798
2022-10-20,2022-10-20 16:11:57,A,1a15af4c-517a-42c0-83f0-f28a1e6e8d13,971
2022-10-20,2022-10-20 14:13:11,B,1f0fb2d2-6226-4ab6-aa04-cc553f5af94d,853
2022-10-20,2022-10-20 10:46:44,A,fa0ca295-be35-49ec-885a-e011749cbb00,646
2022-10-20,2022-10-20 10:01:04,B,956261a3-2d90-4849-82f0-851d96853382,601
2022-10-20,2022-10-20 01:37:32,B,bafa70fc-c91a-4518-9249-bf092070d008,97
2022-10-20,2022-10-20 14:37:10,B,90339921-c9d0-4b39-a74e-a5088a4e7790,877
2022-10-20,2022-10-20 11:50:22,B,613d83c0-3c18-4a83-9c85-46ae1f0ab245,710
2022-10-20,2022-10-20 22:55:05,B,95ce39c2-656d-485f-bcf4-0113e05b17b8,1375
2022-10-20,2022-10-20 10:42:11,B,0f260622-4f91-4865-a024-321d62f0eb3b,642
2022-10-20,2022-10-20 20:32:51,A,0c42bfd9-5ab7-44c0-bd66-fe86193d9ef7,1232
2022-10-20,2022-10-20 20:32:24,A,1290369b-df89-4fae-94dc-24510494ffeb,1232
2022-10-20,2022-10-20 20:33:57,A,f2e0415a-6404-4780-b81e-b1131d98139a,1233
2022-10-20,2022-10-20 15:16:07,B,516ca0ed-909c-42ae-8c20-5ed3cf8e1ccc,916
2022-10-20,2022-10-20 17:56:49,B,c9f2667b-16f5-430d-9cb7-0332f06b43a8,1076
2022-10-20,2022-10-20 13:37:42,B,2c614934-1966-4967-a8b3-c32ef2303166,817
2022-10-20,2022-10-20 20:05:50,B,8a0fa524-f049-4969-99eb-1b5b7cbf558a,1205
2022-10-20,2022-10-20 13:37:34,B,2069e5ce-a987-4685-b200-9030c7b35922,817
2022-10-20,2022-10-20 07:11:14,B,e13751d5-2ceb-4486-8d4c-c13461cf9530,431
2022-10-20,2022-10-20 17:28:30,B,46af26a2-62c6-4a9e-89b6-5f53ea810414,1048
2022-10-20,2022-10-20 11:38:06,B,9b7b03d7-451c-48a9-904a-bb93e014bb7c,698
2022-10-20,2022-10-20 19:19:23,B,c0f89eff-3ee3-4b26-988d-312418671a73,1159
2022-10-20,2022-10-20 18:38:05,B,754f3943-016d-454a-b8e6-c9f24a382d0d,1118
2022-10-20,2022-10-20 10:12:24,B,4f3d7054-3af8-4b95-9840-70f567ff55b6,612
2022-10-20,2022-10-20 18:47:36,B,823dde8d-9242-4e69-8778-0031c2e31520,1127
2022-10-20,2022-10-20 11:10:46,B,4985e7b7-19ca-4b5a-9bec-b038b716d07f,670
2022-10-20,2022-10-20 09:15:56,A,c466accb-8510-4f8a-85e9-101d1eebb0d5,555
2022-10-20,2022-10-20 10:43:24,B,9a6d063d-955c-44a7-b687-3cf398528af9,643
2022-10-20,2022-10-20 15:10:33,B,5f7420fe-9f1b-480d-9439-5e59f787ddc5,910
2022-10-20,2022-10-20 20:54:55,B,09e46219-bf6c-4e7e-a346-8c119b664e97,1254
2022-10-20,2022-10-20 17:28:48,A,bab80615-3791-4551-8d7d-75b4d8cd5c56,1048
2022-10-20,2022-10-20 11:08:38,B,9aec131a-e3ec-416d-be2c-e8ee4adc4ff6,668
2022-10-20,2022-10-20 12:04:15,B,68c9b9fb-6a13-4ae3-a9b7-01d88f9f8c4d,724
2022-10-20,2022-10-20 19:54:39,B,0838254f-e215-4a86-b268-87378ca8fa0c,1194
2022-10-20,2022-10-20 08:39:45,B,5c96f0ea-1fb4-4d49-8164-784ded87a130,519
2022-10-20,2022-10-20 16:43:32,B,20694c82-1f3b-4a0a-9d8e-6f957b4473af,1003
2022-10-20,2022-10-20 04:13:16,B,90eb1cb4-28e7-474c-ba94-998e2445a614,253
2022-10-20,2022-10-20 22:19:49,B,017ace0a-a652-45c3-b967-5054e9a5166b,1339
2022-10-20,2022-10-20 22:25:14,B,12aa6052-1a03-4208-a429-cf3b7a3da5e2,1345
2022-10-20,2022-10-20 20:02:57,B,55462da0-0901-4c4f-937b-1e617723a4e8,1202
2022-10-20,2022-10-20 21:29:01,B,7f3d49ab-f682-4930-8ac5-6bc1ad846f66,1289
2022-10-20,2022-10-20 10:00:01,A,a9223019-d2b8-474c-81ee-0e5106de644e,600
2022-10-20,2022-10-20 10:19:27,B,d0262ee5-490b-4f41-bc3d-9852b958b2d0,619
2022-10-20,2022-10-20 18:53:05,B,a81d69c5-aff1-4b50-94be-caffde22813c,1133
2022-10-20,2022-10-20 10:48:00,B,6875aa7c-925e-4837-8438-6752eacadd50,648
2022-10-20,2022-10-20 10:15:23,A,a72a40fd-7d48-48ce-99a4-73c9fb4d681c,615
2022-10-20,2022-10-20 10:36:48,B,a3da36b9-e5f9-4adf-9bc9-057d17be87b1,636
2022-10-20,2022-10-20 10:56:15,B,1b0fb158-6cd5-43cb-99a2-e4d77611c9de,656
2022-10-20,2022-10-20 10:33:32,B,4ae42295-467d-4962-8c11-9fcf6c40bd61,633
2022-10-20,2022-10-20 11:58:56,B,2cf7afe5-d78a-4a25-aabf-bba7c7357e8a,718
2022-10-20,2022-10-20 09:30:50,A,d9502433-55d7-423d-aea5-27d79e873b29,570
2022-10-20,2022-10-20 09:11:05,B,bb7fb32b-54a0-4025-b85a-0d08eee62e16,551
2022-10-20,2022-10-20 11:57:30,A,67ed7d51-b1c7-485d-93e2-f063e793f5ae,717
2022-10-20,2022-10-20 17:34:00,B,ad030a6b-edb6-452f-971c-2c748c8678b6,1054
2022-10-20,2022-10-20 17:34:23,B,145959a9-54a3-4ec0-a380-ca9ab807486f,1054
2022-10-20,2022-10-20 13:20:00,B,4b750878-1b62-4313-ab59-28ec712e871a,800
2022-10-20,2022-10-20 10:55:20,B,642f894a-6ba6-45d7-9a9d-54b22f7276a4,655
2022-10-20,2022-10-20 10:27:19,A,ddf58f94-c582-4836-ad49-e39d181d1ca5,627
2022-10-20,2022-10-20 10:03:54,A,b65074a9-4b04-4c44-8258-e5281012a7d7,603
2022-10-20,2022-10-20 10:42:10,A,7b431a18-e311-44b1-877b-3329e7b6766b,642
2022-10-20,2022-10-20 10:02:28,A,3cf7d6d1-bf19-46ec-b50d-0dbb1a1e971d,602
2022-10-20,2022-10-20 15:34:09,A,eb3adfec-ceac-43a3-b69a-16c3adaeb2dd,934
2022-10-20,2022-10-20 17:01:18,B,bddb086e-2717-4a52-a33a-dd355f4fe212,1021
2022-10-20,2022-10-20 11:43:29,B,6b38adcf-c5c3-4e3b-967e-44cd054d5044,703
2022-10-20,2022-10-20 22:23:23,B,96459970-15c0-4b1b-a1dd-8bd18d5ea317,1343
2022-10-20,2022-10-20 16:43:57,B,e9b80220-45b0-4079-900a-737288e48d46,1003
2022-10-20,2022-10-20 20:42:27,B,b5920a08-42cf-4e55-997a-e09402adf2f8,1242
2022-10-20,2022-10-20 15:56:39,B,3f1888c0-cc55-4f6f-a659-b9d08b3016c8,956
2022-10-20,2022-10-20 17:17:37,B,437b0431-2fd9-4415-a4f8-1fc31df805be,1037
2022-10-20,2022-10-20 07:05:47,A,6624092e-ce6a-48cd-aa9c-c768075f6ee5,425
2022-10-20,2022-10-20 22:35:38,B,58cf9dd6-d1b4-47a5-94a7-34ea26d1d1bc,1355
2022-10-20,2022-10-20 19:26:16,B,d879c226-fee0-4e69-9367-1e268eafa6a9,1166
2022-10-20,2022-10-20 00:08:46,B,21e54cca-49c0-4c90-b8da-2604fbfa545d,8
2022-10-20,2022-10-20 12:39:39,A,1b149a6a-b951-42df-a7b9-5387bfca9668,759
2022-10-20,2022-10-20 11:29:33,B,d23c3252-4486-4705-8019-825e079f3856,689
2022-10-20,2022-10-20 16:44:38,B,c2da52a0-05be-4697-a887-72ec0bd8a3cb,1004
2022-10-20,2022-10-20 18:31:07,B,e412d1b4-d681-4177-9a4a-5bad57d4e355,1111
2022-10-20,2022-10-20 16:07:31,B,0f66e6c7-79b1-4225-bba1-496b6b6ec669,967
2022-10-20,2022-10-20 16:18:39,B,791cdff0-be0d-42f3-89f4-435e24300108,978
2022-10-20,2022-10-20 17:07:41,B,4baa34b6-59c1-4765-ab7a-3c699a395cb9,1027
2022-10-20,2022-10-20 18:58:15,B,80ff0021-5cb4-44ac-b930-9921019132b3,1138
2022-10-20,2022-10-20 20:58:48,B,cc03110e-5f55-40b1-8552-9687a73c6bd0,1258
2022-10-20,2022-10-20 21:25:42,A,ab97a29b-c562-4aba-9fd6-38a11793d982,1285
2022-10-20,2022-10-20 21:44:16,B,1db48b34-2828-4096-bf39-a5654b377b86,1304
2022-10-20,2022-10-20 00:38:45,B,b866c3f9-d4a6-4b24-9840-4aed870effe4,38
2022-10-20,2022-10-20 09:32:32,B,e2703e46-9f30-4720-a9e3-c83f4061a262,572
2022-10-20,2022-10-20 22:38:27,B,82ddc894-ad64-44c0-b2f6-a66fd3cf34d1,1358
2022-10-20,2022-10-20 15:13:44,B,020d97e4-219f-4f18-863f-6b777cf42ee5,913
2022-10-20,2022-10-20 07:57:47,B,4be68d96-c347-41b5-9b35-6d36cd224071,477
2022-10-20,2022-10-20 22:21:43,A,8e3d34e5-9a74-4af0-ac2a-6b863ed2e335,1341
2022-10-20,2022-10-20 20:57:37,A,bf6253a3-405a-4340-8382-f0208d65e419,1257
2022-10-20,2022-10-20 22:02:32,A,bbf0c748-fee9-4dbc-8bf7-8748a6bc0782,1322
2022-10-20,2022-10-20 17:16:42,B,4b91c75d-780b-4854-ae86-dc29a9f8e5c8,1036
2022-10-20,2022-10-20 07:15:07,B,13d00ac4-5e7d-4629-8e9c-0c806461783a,435
2022-10-20,2022-10-20 18:10:32,A,ad722879-baae-4e8d-b881-11a40ddfe5f0,1090
2022-10-20,2022-10-20 21:37:16,B,85ba4a16-758f-43fe-8d11-14643211eea8,1297
2022-10-20,2022-10-20 18:28:04,B,14be2aa5-9a8f-4f19-ac91-67f528c99071,1108
2022-10-20,2022-10-20 15:54:04,B,f8306edd-4b8a-47ed-a9f8-8308ca2a5246,954
2022-10-20,2022-10-20 14:22:26,B,19a73fd0-a2a9-47a8-9a66-2d44df60e9b4,862
2022-10-20,2022-10-20 18:16:53,A,a3fa88de-c03e-4648-8a9f-8ce187509f75,1096
2022-10-20,2022-10-20 21:40:15,B,9b1917ef-8c9f-476e-aab5-e5a09e506457,1300
2022-10-20,2022-10-20 17:35:36,B,15384d6e-f568-4b99-bbcc-a573c6b9510f,1055
2022-10-20,2022-10-20 11:16:01,B,4d6fc884-24ea-4b1f-9f13-42a855e8207a,676
2022-10-20,2022-10-20 15:10:24,B,cf04c3b8-1a1b-402f-99b3-8f4f4e73304e,910
2022-10-20,2022-10-20 16:14:18,B,7c572050-4c5b-4e1d-aefc-2b99e6feab05,974
2022-10-20,2022-10-20 19:25:24,B,7916fa30-55e4-4d3b-b0c4-9c3fdbfae862,1165
2022-10-20,2022-10-20 13:23:00,B,88b49fe4-92f1-4f8a-9623-3fb0f06f2b11,803
2022-10-20,2022-10-20 15:12:10,B,adf06eb9-105d-45b7-85bc-68c322336395,912
2022-10-20,2022-10-20 19:47:09,B,9fbbf3d1-bb5c-48e3-9b11-0bc0afcf418c,1187
2022-10-20,2022-10-20 21:19:04,B,fbb3b4eb-9fb5-4e14-9cc8-da3174874f71,1279
2022-10-20,2022-10-20 17:44:38,A,318c9e3c-683a-42de-bd2e-32b84fb121e5,1064
2022-10-20,2022-10-20 22:50:15,B,e46cd6f2-b30b-4771-8575-0531e37e8ae0,1370
2022-10-20,2022-10-20 13:35:50,B,ed63130b-f55b-4938-bad4-26164cfd84a8,815
2022-10-20,2022-10-20 22:06:36,B,f98785cf-0189-41fc-9efe-c0d8ca450b10,1326
2022-10-20,2022-10-20 18:56:07,B,7745aede-2409-41d4-a296-0a06c8534bc3,1136
2022-10-20,2022-10-20 14:00:57,B,20478000-15b3-43b1-a256-ef8c0778a95e,840
2022-10-20,2022-10-20 20:58:08,B,5935dd9d-f069-4111-89e3-976b333a6069,1258
2022-10-20,2022-10-20 16:02:11,B,9a47151c-3178-486c-8506-bd293cdeacb8,962
2022-10-20,2022-10-20 19:37:25,B,4d8d507d-508d-4518-b1e3-248bec28a1ad,1177
2022-10-20,2022-10-20 21:22:36,B,1b940ddc-6e0e-4dc3-a94c-5040b58b6b45,1282
2022-10-20,2022-10-20 21:41:34,B,dacaef51-8206-4341-bdaf-aa25d4327e74,1301
2022-10-20,2022-10-20 17:02:37,B,aa32d248-2c1e-4173-82b1-bc2858c2efe7,1022
2022-10-20,2022-10-20 22:03:40,B,304f1f2b-cc8d-447a-9074-ef62236db8dc,1323
2022-10-20,2022-10-20 14:02:00,B,8f1b6fde-0cf4-47e9-bdb9-f55fe58ae648,842
2022-10-20,2022-10-20 19:44:34,B,0a640bb9-cc50-4c87-9139-fdc33108eb17,1184
2022-10-20,2022-10-20 18:01:02,B,d4971d8e-a834-4844-a1b2-db3c64812b3b,1081
2022-10-20,2022-10-20 18:15:58,B,b3042889-769b-41b3-842d-468148d9facc,1095
2022-10-20,2022-10-20 13:23:09,B,da1c0a38-63d0-4441-82e3-4e70c1896ec1,803
2022-10-20,2022-10-20 18:33:44,B,5d111864-5e88-4a56-9a1b-082ce08564e3,1113
2022-10-20,2022-10-20 09:59:09,B,c8fe6bb4-5e62-44af-9839-b0b70e70befc,599
2022-10-20,2022-10-20 16:55:57,B,8d5ff64e-cb21-43f3-b321-1990493be2e0,1015
2022-10-20,2022-10-20 23:16:54,B,e17a91db-f0bb-4cef-910d-8bc65adc41df,1396
2022-10-20,2022-10-20 19:18:08,B,299419a1-f3d6-468b-9bb7-f1d69942c853,1158
2022-10-20,2022-10-20 09:56:25,B,f0fa93b3-ce14-415c-9b36-b7677eebcf18,596
2022-10-20,2022-10-20 10:52:47,B,e2c0d34b-7831-470a-bb4f-12e76ab6b4be,652
2022-10-20,2022-10-20 15:01:30,B,3159b748-bfbc-43f7-90a6-da124bf10192,901
2022-10-20,2022-10-20 09:26:31,B,8a7fb488-b733-43ae-8c67-3269c2557069,566
2022-10-20,2022-10-20 09:27:47,B,41d2587e-cc03-4530-9a1f-1448d63df055,567
2022-10-20,2022-10-20 16:26:03,B,e463d4bc-3af2-4688-aa8c-6157dbbd73cd,986
2022-10-20,2022-10-20 12:55:15,B,d60925fc-2809-4fe4-b170-39697ab99572,775
2022-10-20,2022-10-20 16:00:21,B,782db4fb-dd51-43c6-8250-c79b61d6540c,960
2022-10-20,2022-10-20 18:55:09,B,bd291f59-a24b-4f6a-85f1-1c2ea7ce330a,1135
2022-10-20,2022-10-20 16:36:23,B,08400756-08af-44e5-9a45-85cc4198aa74,996
2022-10-20,2022-10-20 18:30:11,B,fdaf7708-1a63-4c62-ad72-7133098a90ee,1110
2022-10-20,2022-10-20 17:32:01,B,03b922c0-46fb-4a14-b699-6b4663740ac8,1052
2022-10-20,2022-10-20 19:00:40,B,698d8e84-7dba-4bac-bea6-67c10a51b923,1140
2022-10-20,2022-10-20 10:20:05,B,6f97b3ff-5ac8-4e38-8955-770b0680a475,620
2022-10-20,2022-10-20 20:29:02,B,a9e47d40-2c2c-4f6b-91c9-a8d319aaa969,1229
2022-10-20,2022-10-20 18:46:21,A,b8a0bae8-ab59-486c-8f54-220b72eb914a,1126
2022-10-20,2022-10-20 12:38:51,B,e1474189-d5a7-4642-90be-2965b00824fd,758
2022-10-20,2022-10-20 11:47:12,B,7494a0d9-bb55-4d80-a3b8-fbc0c3f07d0a,707
2022-10-20,2022-10-20 10:12:14,B,5529ba3d-a4a0-40d0-9654-b88323665681,612
2022-10-20,2022-10-20 23:14:53,B,930db381-14a2-428c-9400-008b805e077c,1394
2022-10-20,2022-10-20 12:21:35,B,75b6ea2f-ce89-4e6a-b489-429e05c3a0ba,741
2022-10-20,2022-10-20 21:45:35,B,e06530f8-684b-40be-87fb-1bcc52604730,1305
2022-10-20,2022-10-20 21:41:22,B,4cacbb06-110d-4d43-84e1-ac6b300e2a5b,1301
2022-10-20,2022-10-20 17:27:00,A,65d95e5c-a88a-41ea-bcc2-2af349161b31,1047
2022-10-20,2022-10-20 20:10:36,B,56fd12b0-4873-485d-833b-7190a863e88d,1210
2022-10-20,2022-10-20 08:16:44,B,1f2c4280-8405-438b-a347-6e7dda29ac0c,496
2022-10-20,2022-10-20 09:53:39,B,98494af7-fa54-4a5d-b2b1-f969890ae944,593
2022-10-20,2022-10-20 17:32:24,B,011787a9-1702-490a-9529-6c668800b2cf,1052
2022-10-20,2022-10-20 18:01:36,B,f394a7a1-b3fa-4ab9-ba0e-3c4d3b0af419,1081
2022-10-20,2022-10-20 11:00:42,B,4176d3c8-e5e5-41d8-89b1-c0cd2c7389d2,660
2022-10-20,2022-10-20 19:22:49,B,31297889-61ba-472d-ad1e-c48e7ea892ce,1162
2022-10-20,2022-10-20 13:07:01,B,348871ee-12e9-484b-bc83-b8a714b10295,787
2022-10-20,2022-10-20 12:26:38,B,dea877e1-cbf2-47c8-8f98-7ec794dc3909,746
2022-10-20,2022-10-20 14:53:49,B,abc23c43-3e6d-4461-947f-ae56fd56cd66,893
2022-10-20,2022-10-20 18:50:58,B,17c19888-5438-4155-92ff-d64e97aeaf57,1130
2022-10-20,2022-10-20 14:52:26,B,71227f7c-99c7-4496-8841-e55157ca4c4e,892
2022-10-20,2022-10-20 15:05:14,B,c16c28fb-f998-4a01-83aa-c792f0637b00,905
2022-10-20,2022-10-20 10:48:12,B,3b35918b-9b86-4010-b9db-24cbc03aaedd,648
2022-10-20,2022-10-20 15:42:10,A,ac9bb535-095f-471d-84f2-7bdb77746c6a,942
2022-10-20,2022-10-20 21:46:47,B,f9e3d9a5-3e48-4d7f-9b03-2f8843082d0a,1306
2022-10-20,2022-10-20 12:03:34,B,74a81ab3-0c00-4550-b0b5-e678ea520104,723
2022-10-20,2022-10-20 10:37:48,B,55b19501-aa4d-481c-8d73-a30978901b48,637
